General.Time (millis),MAX17048.Voltage (V),MAX17048.State Of Charge (%),MAX17048.Change Rate (%/hr),ISM330.Accel X (milli-g),ISM330.Accel Y (milli-g),ISM330.Accel Z (milli-g),ISM330.Gyro X (milli-dps),ISM330.Gyro Y (milli-dps),ISM330.Gyro Z (milli-dps),ISM330.Temperature (C),MMC5983.X Field (Gauss),MMC5983.Y Field (Gauss),MMC5983.Z Field (Gauss),MMC5983.Temperature (C)
95449,4.294,113.953,-2.288,-0.366,74.176,1009.916,-4410.000,-735.000,-385.000,24.445,-0.05145,0.30957,0.41333,26
95473,4.294,113.953,-2.288,-0.488,73.932,1009.672,-1452.500,-560.000,-245.000,24.437,-0.05182,0.30963,0.41364,26
95502,4.294,113.953,-2.288,-0.366,73.810,1009.794,-1172.500,-542.500,-385.000,24.461,-0.05133,0.31018,0.41290,26
95526,4.294,113.953,-2.288,-0.366,73.566,1009.916,-1400.000,-525.000,-385.000,24.453,-0.05151,0.31079,0.41321,26
95561,4.294,113.953,-2.288,-0.488,73.078,1010.038,-4060.000,-770.000,-402.500,24.437,-0.05145,0.31146,0.41199,26
95585,4.294,113.953,-2.288,-0.610,72.712,1009.916,-1995.000,-647.500,-315.000,24.406,-0.05164,0.31183,0.41327,26
95614,4.294,113.953,-2.288,-0.610,71.980,1010.038,-262.500,-542.500,-315.000,24.477,-0.05170,0.31226,0.41205,26
95638,4.294,113.953,-2.288,-0.488,71.248,1010.282,-5110.000,-700.000,-367.500,24.461,-0.05194,0.31311,0.41205,26
95674,4.294,113.953,-2.288,-0.488,69.784,1010.404,-4865.000,-787.500,-350.000,24.445,-0.05164,0.31384,0.41138,26
95698,4.294,113.953,-2.288,-0.488,68.442,1010.282,682.500,-472.500,-297.500,24.461,-0.05182,0.31378,0.41174,26
95727,4.294,113.953,-2.288,-0.366,67.466,1010.526,525.000,-595.000,-262.500,24.469,-0.05115,0.31403,0.41058,26
95751,4.294,113.953,-2.288,10.614,66.612,1011.258,-11480.000,-927.500,2152.500,24.430,-0.05237,0.31775,0.41028,26
95780,4.291,113.953,-2.288,19.642,59.048,1011.746,-19407.500,-1382.500,-11620.000,24.422,-0.05365,0.32245,0.40570,26
95804,4.291,113.953,-2.288,13.420,62.708,1011.868,-25497.500,-2117.500,-6282.500,24.461,-0.05353,0.32648,0.40399,26
95839,4.291,113.953,-2.288,-5.612,56.852,1011.014,612.500,-420.000,157.500,24.461,-0.05292,0.32373,0.40448,26
95863,4.291,113.953,-2.288,-4.636,52.826,1010.404,26092.500,805.000,-245.000,24.477,-0.05347,0.31915,0.40753,26
95892,4.291,113.953,-2.288,-3.782,51.972,1010.892,25182.500,665.000,-367.500,24.484,-0.05341,0.31592,0.40912,26
95916,4.291,113.953,-2.288,-3.172,54.168,1011.990,-4060.000,-805.000,-945.000,24.453,-0.05304,0.31757,0.40875,26
95950,4.291,113.953,-2.288,-2.684,55.022,1012.112,-14577.500,-1207.500,-262.500,24.484,-0.05304,0.32159,0.40637,26
95974,4.291,113.953,-2.288,-2.074,58.316,1012.600,-22960.000,-1960.000,7175.000,24.484,-0.05249,0.32574,0.40485,26
96003,4.291,113.953,-2.288,-1.586,53.924,1012.356,-21490.000,-1295.000,6265.000,24.430,-0.05151,0.32861,0.40198,26
96027,4.291,113.953,-2.288,-0.854,50.508,1011.868,-10045.000,-962.500,7420.000,24.453,-0.05115,0.33008,0.40216,26
96062,4.291,113.953,-2.288,0.122,41.968,1011.990,-385.000,-157.500,-2152.500,24.469,-0.05115,0.33063,0.40192,26
96086,4.291,113.953,-2.288,-0.488,38.796,1011.990,2712.500,-490.000,-1627.500,24.453,-0.05115,0.33020,0.40228,26
96115,4.291,113.953,-2.288,-0.122,35.380,1012.356,1330.000,-472.500,-665.000,24.469,-0.05145,0.32971,0.40198,26
96139,4.291,113.953,-2.288,0.122,32.940,1012.356,6230.000,-595.000,-3482.500,24.461,-0.05176,0.32794,0.40363,26
96174,4.291,113.953,-2.288,0.488,33.184,1012.478,6002.500,-350.000,-2030.000,24.469,-0.05157,0.32715,0.40369,26
96198,4.291,113.953,-2.288,0.732,33.794,1012.600,490.000,-560.000,-350.000,24.461,-0.05206,0.32727,0.40436,26
96227,4.291,113.953,-2.288,0.732,33.916,1012.722,-1225.000,-525.000,17.500,24.461,-0.05170,0.32782,0.40289,26
96251,4.291,113.953,-2.288,0.976,33.184,1012.844,-3640.000,-665.000,-367.500,24.492,-0.05206,0.32849,0.40356,26
96280,4.293,113.953,-2.288,0.976,32.696,1012.844,-3797.500,-630.000,-402.500,24.492,-0.05200,0.32947,0.40283,26
96304,4.293,113.953,-2.288,1.098,31.842,1012.722,-70.000,-525.000,-332.500,24.445,-0.05164,0.32904,0.40350,26
96339,4.293,113.953,-2.288,1.098,31.110,1012.844,192.500,-472.500,-332.500,24.469,-0.05219,0.32898,0.40253,26
96363,4.293,113.953,-2.288,1.220,30.500,1012.844,-297.500,-490.000,-367.500,24.484,-0.05182,0.32947,0.40302,26
96392,4.293,113.953,-2.288,1.342,29.890,1012.844,525.000,-507.500,-350.000,24.453,-0.05157,0.32935,0.40216,26
96416,4.293,113.953,-2.288,1.464,29.402,1012.966,-227.500,-577.500,-350.000,24.437,-0.05170,0.32922,0.40326,26
96451,4.293,113.953,-2.288,1.464,28.914,1012.844,3780.000,-367.500,-315.000,24.484,-0.05115,0.32849,0.40356,26
96475,4.293,113.953,-2.288,1.586,28.792,1012.844,5477.500,-402.500,-297.500,24.469,-0.05170,0.32806,0.40417,26
96504,4.293,113.953,-2.288,1.464,29.524,1013.210,1382.500,-385.000,-332.500,24.469,-0.05182,0.32751,0.40356,26
96528,4.293,113.953,-2.288,1.464,29.646,1013.332,332.500,-455.000,-385.000,24.453,-0.05170,0.32782,0.40472,26
96563,4.293,113.953,-2.288,1.464,30.134,1013.088,4095.000,-332.500,-332.500,24.453,-0.05170,0.32642,0.40466,26
96587,4.293,113.953,-2.288,1.464,30.622,1013.088,7577.500,-140.000,-402.500,24.477,-0.05219,0.32532,0.40533,26
96616,4.293,113.953,-2.288,1.464,30.012,1013.088,5092.500,-315.000,-4480.000,24.484,-0.05219,0.32483,0.40491,26
96640,4.293,113.953,-2.288,2.074,32.452,1013.088,735.000,-297.500,157.500,24.492,-0.05212,0.32385,0.40619,26
96676,4.293,113.953,-2.288,1.586,34.892,1012.844,5547.500,-210.000,-262.500,24.469,-0.05219,0.32281,0.40570,26
96700,4.293,113.953,-2.288,0.976,35.868,1012.722,7262.500,-122.500,-262.500,24.484,-0.05225,0.32178,0.40729,26
96729,4.293,113.953,-2.288,3.294,35.380,1013.088,-2100.000,-665.000,3465.000,24.492,-0.05145,0.32300,0.40509,26
96753,4.293,113.953,-2.288,4.148,36.356,1012.966,-6265.000,-490.000,1452.500,24.477,-0.05133,0.32465,0.40503,26
96782,4.293,113.953,-2.288,3.538,37.820,1012.844,-4585.000,-770.000,3430.000,24.500,-0.05121,0.32483,0.40381,26
96806,4.293,113.953,-2.288,0.000,38.552,1012.600,2782.500,-437.500,315.000,24.492,-0.05127,0.32385,0.40466,26
96841,4.293,113.953,-2.288,-0.244,36.600,1012.600,2852.500,-402.500,-3937.500,24.492,-0.05176,0.32422,0.40466,26
96865,4.293,113.953,-2.288,1.952,30.256,1012.356,3990.000,70.000,-12477.500,24.492,-0.05292,0.32312,0.40436,26
96894,4.293,113.953,-2.288,3.172,26.718,1012.844,-4392.500,332.500,-7140.000,24.484,-0.05420,0.32349,0.40234,26
96918,4.293,113.953,-2.288,4.392,30.500,1013.332,-10640.000,-1995.000,420.000,24.500,-0.05487,0.32568,0.40137,27
96952,4.293,113.953,-2.288,-0.244,40.626,1012.844,-6895.000,-875.000,-3692.500,24.484,-0.05475,0.32666,0.39996,26
96976,4.293,113.953,-2.288,-0.610,38.796,1012.478,52.500,-245.000,-4182.500,24.484,-0.05469,0.32642,0.39984,27
97005,4.293,113.953,-2.288,0.122,34.282,1013.088,-13755.000,-35.000,-3850.000,24.484,-0.05524,0.32947,0.39813,27
97029,4.293,113.953,-2.288,-0.366,34.160,1014.918,-24867.500,-2537.500,87.500,24.477,-0.05505,0.33441,0.39630,27
97064,4.293,113.953,-2.288,1.586,29.768,1014.796,-32707.500,-717.500,-280.000,24.477,-0.05444,0.34186,0.39099,26
97088,4.293,113.953,-2.288,-3.538,25.864,1017.358,-34790.000,14280.000,52.500,24.484,-0.05200,0.34448,0.39038,27
97117,4.293,113.953,-2.288,-4.636,21.472,1031.388,-12635.000,9905.000,1592.500,24.461,-0.05029,0.34448,0.39008,27
97141,4.293,113.953,-2.288,-1.586,16.104,1038.708,5670.000,-437.500,-1890.000,24.500,-0.05084,0.34076,0.39307,27
97170,4.293,113.953,-2.288,-9.028,12.932,1044.076,18182.500,-665.000,-1382.500,24.484,-0.05145,0.33521,0.39410,27
97194,4.293,113.953,-2.288,-10.980,11.712,1038.098,13755.000,-560.000,1750.000,24.469,-0.05292,0.33136,0.39600,27
97229,4.293,113.953,-2.288,-6.588,13.298,1028.460,11865.000,-9870.000,-2502.500,24.469,-0.05560,0.32697,0.39636,27
97253,4.293,113.953,-2.288,-13.908,12.688,1017.602,10710.000,4445.000,-4445.000,24.461,-0.05322,0.32452,0.39722,27
97282,4.291,113.953,-2.288,-24.400,14.396,1007.842,-1085.000,14997.500,3657.500,24.484,-0.05103,0.32501,0.39508,27
97306,4.291,113.953,-2.288,-18.544,17.568,1016.260,-927.500,-4480.000,1837.500,24.484,-0.05212,0.32489,0.39563,27
97341,4.291,113.953,-2.288,-26.108,25.620,1024.068,4322.500,-10010.000,6510.000,24.469,-0.05231,0.32410,0.39447,27
97365,4.291,113.953,-2.288,-29.280,23.424,1007.964,-2450.000,11672.500,-297.500,24.437,-0.05084,0.32513,0.39465,27
97394,4.291,113.953,-2.288,-22.326,26.230,1011.258,2205.000,-1277.500,-560.000,24.461,-0.05121,0.32465,0.39368,27
97418,4.291,113.953,-2.288,-17.690,25.376,1007.720,1662.500,-3377.500,875.000,24.477,-0.05206,0.32416,0.39478,27
97453,4.291,113.953,-2.288,-9.638,28.426,1006.866,1575.000,-5845.000,1890.000,24.484,-0.05304,0.32422,0.39417,27
97477,4.291,113.953,-2.288,-4.026,25.864,998.936,-4427.500,-1435.000,350.000,24.484,-0.05347,0.32550,0.39410,27
97506,4.291,113.953,-2.288,1.464,25.864,1001.620,-5880.000,-4742.500,-2222.500,24.500,-0.05389,0.32642,0.39349,27
97530,4.294,113.953,-2.288,4.758,26.108,1011.624,1785.000,-9310.000,-2607.500,24.453,-0.05560,0.32648,0.39465,27
97566,4.294,113.953,-2.288,7.076,22.692,1007.232,-1925.000,4847.500,-6352.500,24.453,-0.05469,0.32703,0.39404,27
97590,4.294,113.953,-2.288,8.296,23.180,1008.086,-3815.000,6055.000,-6912.500,24.453,-0.05463,0.32703,0.39404,27
97619,4.294,113.953,-2.288,6.100,25.986,1015.284,4392.500,-3692.500,-2555.000,24.492,-0.05463,0.32617,0.39404,27
97643,4.294,113.953,-2.288,0.122,25.498,1009.672,6912.500,10745.000,-1557.500,24.469,-0.05133,0.32489,0.39539,27
97678,4.294,113.953,-2.288,-0.732,30.256,1004.914,4532.500,12705.000,-2187.500,24.469,-0.04852,0.32458,0.39490,27
97702,4.294,113.953,-2.288,4.758,20.008,1005.036,-3220.000,6702.500,-3517.500,24.477,-0.04889,0.32507,0.39520,27
97731,4.294,113.953,-2.288,13.908,18.788,1030.656,4445.000,-16012.500,-7385.000,24.477,-0.05292,0.32397,0.39526,27
97755,4.294,113.953,-2.288,5.734,17.568,1034.438,10307.500,-15837.500,-6335.000,24.469,-0.05505,0.32263,0.39685,27
97784,4.293,113.953,-2.288,-12.078,11.224,1023.946,5775.000,-280.000,-5985.000,24.430,-0.05609,0.32153,0.39722,27
97808,4.293,113.953,-2.288,-16.348,11.956,1033.828,9082.500,-4060.000,-5022.500,24.477,-0.05774,0.31879,0.39899,27
97843,4.293,113.953,-2.288,-23.790,15.494,1048.224,23310.000,-17395.000,717.500,24.461,-0.06097,0.31384,0.40100,27
97867,4.293,113.953,-2.288,-22.204,10.492,1020.652,10920.000,770.000,-6965.000,24.461,-0.06146,0.31274,0.40210,27
97896,4.293,113.953,-2.288,-8.662,11.468,1011.624,2537.500,-4585.000,-9065.000,24.437,-0.06329,0.31256,0.40149,27
97920,4.293,113.953,-2.288,-11.224,15.616,1007.720,1837.500,-490.000,-6405.000,24.461,-0.06244,0.31219,0.40192,27
97954,4.293,113.953,-2.288,-13.176,21.716,1005.646,-3115.000,14350.000,-5670.000,24.469,-0.06012,0.31287,0.40125,27
97978,4.293,113.953,-2.288,-8.784,25.132,1006.500,-6230.000,8277.500,-3972.500,24.477,-0.06055,0.31323,0.40198,27
98007,4.293,113.953,-2.288,-7.076,32.696,1022.360,4147.500,-9152.500,-3115.000,24.484,-0.06311,0.31134,0.40186,27
98031,4.291,113.953,-2.288,-0.854,28.304,1019.188,22697.500,-11252.500,-3132.500,24.461,-0.06421,0.31647,0.40009,27
98066,4.291,113.953,-2.288,5.490,33.184,1018.212,-32935.000,-20440.000,6142.500,24.461,-0.06720,0.32330,0.39630,27
98090,4.291,113.953,-2.288,8.052,24.522,1019.066,-15505.000,-9940.000,2642.500,24.469,-0.06818,0.32471,0.39594,27
98119,4.291,113.953,-2.288,10.980,20.008,1015.650,-12512.500,4235.000,-5390.000,24.461,-0.06787,0.32745,0.39423,27
98143,4.291,113.953,-2.288,9.272,14.152,1009.672,-13737.500,-1522.500,-2257.500,24.469,-0.06744,0.32904,0.39392,27
98178,4.291,113.953,-2.288,12.810,-0.976,1014.796,-4900.000,9117.500,-6335.000,24.453,-0.06848,0.32886,0.39417,27
98202,4.291,113.953,-2.288,21.228,0.854,1033.340,10360.000,-7157.500,-5040.000,24.492,-0.06982,0.32812,0.39612,27
98231,4.291,113.953,-2.288,17.568,0.000,1022.970,7332.500,-12215.000,-2642.500,24.477,-0.07245,0.32678,0.39667,27
98255,4.291,113.953,-2.288,21.228,3.050,1015.772,4970.000,-8452.500,-5897.500,24.484,-0.07458,0.32483,0.39777,27
98284,4.291,113.953,-2.288,28.304,4.758,1017.236,15820.000,-3062.500,-13387.500,24.492,-0.07697,0.32153,0.39941,27
98308,4.291,113.953,-2.288,26.108,7.686,1018.212,17202.500,-7892.500,-11235.000,24.477,-0.07886,0.31885,0.40222,27
98343,4.291,113.953,-2.288,15.738,13.054,1015.162,14280.000,2922.500,-3920.000,24.477,-0.07880,0.31451,0.40424,27
98367,4.291,113.953,-2.288,12.322,20.496,1014.552,21175.000,4602.500,-4865.000,24.445,-0.07800,0.31116,0.40729,27
98396,4.291,113.953,-2.288,12.200,20.740,1004.792,17412.500,10937.500,-9397.500,24.453,-0.07776,0.30707,0.40930,27
98420,4.291,113.953,-2.288,13.664,29.036,1009.916,21227.500,-7175.000,-6422.500,24.469,-0.07971,0.30469,0.41144,27
98455,4.291,113.953,-2.288,20.130,39.650,1001.864,17517.500,-9502.500,-3797.500,24.469,-0.08356,0.30035,0.41321,27
98479,4.291,113.953,-2.288,20.496,41.602,999.302,17290.000,-21472.500,297.500,24.453,-0.08582,0.29761,0.41534,27
98510,4.291,113.953,-2.288,33.916,36.844,989.908,4952.500,-1785.000,-3587.500,24.469,-0.08746,0.29572,0.41669,27
98534,4.291,113.953,-2.288,35.868,37.576,1004.304,22522.500,-18497.500,4042.500,24.484,-0.08954,0.29138,0.41882,27
98569,4.291,113.953,-2.288,29.158,40.748,994.178,-3185.000,7910.000,1032.500,24.461,-0.08777,0.29108,0.41907,27
98593,4.291,113.953,-2.288,36.600,55.510,1013.332,7595.000,1732.500,2222.500,24.500,-0.08917,0.29034,0.41974,27
98624,4.291,113.953,-2.288,43.432,62.586,1005.524,-262.500,490.000,-8610.000,24.484,-0.08911,0.28998,0.42102,27
98648,4.291,113.953,-2.288,41.602,56.974,996.374,-4760.000,14770.000,-6020.000,24.469,-0.08765,0.28949,0.42212,27
98683,4.291,113.953,-2.288,50.386,65.392,1027.484,-9450.000,-3780.000,-4462.500,24.523,-0.08923,0.28925,0.42230,27
98707,4.291,113.953,-2.288,41.480,64.904,1027.728,10360.000,385.000,-4235.000,24.523,-0.08868,0.28729,0.42371,27
98736,4.291,113.953,-2.288,29.646,70.760,1015.162,15365.000,420.000,-2537.500,24.508,-0.08856,0.28510,0.42438,27
98760,4.293,113.953,-2.288,24.766,77.104,1010.648,3255.000,-10360.000,-1820.000,24.484,-0.09143,0.28223,0.42554,27
98795,4.293,113.953,-2.288,23.424,88.816,1011.868,22120.000,-24745.000,612.500,24.477,-0.09583,0.27905,0.42609,27
98819,4.293,113.953,-2.288,23.180,90.036,989.908,-9117.500,665.000,-2625.000,24.500,-0.09436,0.27917,0.42749,27
98848,4.293,113.953,-2.288,35.502,85.156,994.666,-4007.500,9677.500,-7017.500,24.477,-0.09454,0.27948,0.42688,27
98872,4.293,113.953,-2.288,50.142,92.842,1015.650,-5232.500,-15137.500,-7297.500,24.508,-0.09778,0.27985,0.42682,27
98901,4.293,113.953,-2.288,40.382,90.646,1001.376,-11252.500,-6317.500,-35.000,24.500,-0.09845,0.28131,0.42615,27
98925,4.293,113.953,-2.288,24.766,90.646,997.838,6807.500,-11130.000,9905.000,24.484,-0.10028,0.27985,0.42615,27
98959,4.293,113.953,-2.288,19.642,94.306,980.758,-5617.500,-9782.500,3710.000,24.484,-0.10193,0.27759,0.42590,27
98983,4.293,113.953,-2.288,22.448,87.962,968.436,4112.500,-6755.000,3675.000,24.484,-0.10260,0.27924,0.42627,27
99012,4.293,113.953,-2.288,29.768,89.182,960.628,-39987.500,-1977.500,-472.500,24.492,-0.10242,0.28424,0.42273,27
99036,4.293,113.953,-2.288,26.596,80.032,969.412,-12040.000,-35.000,1050.000,24.477,-0.10059,0.28595,0.42322,27
99071,4.293,113.953,-2.288,38.308,66.124,1001.742,-3517.500,2905.000,-735.000,24.484,-0.09985,0.28668,0.42224,27
99095,4.293,113.953,-2.288,46.116,63.684,1007.964,-5705.000,-5495.000,3290.000,24.445,-0.09979,0.28809,0.42145,27
99124,4.293,113.953,-2.288,60.756,57.340,998.204,-12145.000,3290.000,3097.500,24.477,-0.09857,0.29059,0.42010,27
99148,4.293,113.953,-2.288,67.588,55.388,1000.278,-14420.000,11112.500,1505.000,24.477,-0.09650,0.29132,0.42072,27
99183,4.293,113.953,-2.288,66.856,49.898,998.448,3062.500,5810.000,-1785.000,24.477,-0.09473,0.29144,0.41931,27
99207,4.293,113.953,-2.288,60.756,44.286,992.592,-15015.000,4865.000,2135.000,24.492,-0.09241,0.29407,0.41858,27
99236,4.293,113.953,-2.288,61.000,39.040,1000.400,-13825.000,10290.000,752.500,24.477,-0.09021,0.29449,0.41724,27
99260,4.294,113.953,-2.288,61.976,33.672,1010.282,4217.500,-2362.500,5845.000,24.453,-0.09064,0.29315,0.41833,27
99295,4.294,113.953,-2.288,68.930,25.864,1004.304,-11707.500,-6177.500,910.000,24.469,-0.09198,0.29547,0.41638,27
99319,4.294,113.953,-2.288,72.712,24.522,1015.528,-8277.500,-2257.500,-192.500,24.469,-0.09149,0.29639,0.41656,27
99348,4.294,113.953,-2.288,70.272,22.448,1031.388,1942.500,-3202.500,245.000,24.469,-0.09241,0.29449,0.41663,27
99372,4.294,113.953,-2.288,57.340,23.912,1039.562,612.500,-9625.000,7070.000,24.469,-0.09424,0.29425,0.41650,27
99401,4.294,113.953,-2.288,61.244,22.204,1034.072,-4882.500,-11795.000,2380.000,24.469,-0.09515,0.29321,0.41626,27
99425,4.294,113.953,-2.288,61.732,20.740,1038.342,9922.500,105.000,-192.500,24.469,-0.09497,0.29108,0.41760,27
99461,4.294,113.953,-2.288,59.048,26.474,1026.630,12390.000,1697.500,-6090.000,24.461,-0.09473,0.28809,0.41864,27
99485,4.294,113.953,-2.288,54.900,31.232,1010.038,8645.000,12897.500,-10990.000,24.461,-0.09418,0.28650,0.41919,27
99514,4.291,113.953,-2.288,54.168,42.700,991.250,-6860.000,-1697.500,-1050.000,24.469,-0.09259,0.28650,0.41779,27
99538,4.291,113.953,-2.288,54.778,40.870,987.956,-3027.500,12302.500,-140.000,24.477,-0.09058,0.28638,0.41895,27
99573,4.291,113.953,-2.288,59.536,37.942,991.250,-2310.000,2992.500,-822.500,24.477,-0.08966,0.28577,0.41919,27
99597,4.291,113.953,-2.288,68.808,40.382,992.592,-5145.000,-2362.500,-3115.000,24.453,-0.09119,0.28522,0.41998,27
99626,4.291,113.953,-2.288,75.152,47.092,1007.720,6370.000,-14332.500,-5967.500,24.469,-0.09381,0.28217,0.41968,27
99650,4.291,113.953,-2.288,55.754,48.922,1011.990,18672.500,-5617.500,2397.500,24.453,-0.09418,0.27924,0.42187,27
99685,4.291,113.953,-2.288,58.316,55.510,1010.404,19145.000,-17710.000,10290.000,24.437,-0.09521,0.27722,0.42181,27
99709,4.291,113.953,-2.288,68.076,48.312,978.196,-18882.500,910.000,10377.500,24.477,-0.09424,0.27863,0.42218,27
99738,4.291,113.953,-2.288,57.706,40.016,990.396,5162.500,-3360.000,6912.500,24.484,-0.09418,0.27997,0.42151,27
99762,4.293,113.953,-2.288,48.190,31.476,983.808,-8662.500,-1820.000,455.000,24.469,-0.09314,0.28192,0.42163,27
99797,4.293,113.953,-2.288,62.464,31.964,991.128,-8750.000,-2800.000,-6580.000,24.430,-0.09424,0.28418,0.41974,27
99821,4.293,113.953,-2.288,65.026,28.548,996.862,-7385.000,3850.000,-6195.000,24.469,-0.09247,0.28583,0.42041,27
99850,4.293,113.953,-2.288,64.416,20.252,1018.212,-1295.000,11340.000,-9555.000,24.484,-0.09192,0.28534,0.42029,27
99874,4.293,113.953,-2.288,63.562,21.716,1026.264,-12372.500,3307.500,-4410.000,24.461,-0.09363,0.28375,0.42078,27
99903,4.293,113.953,-2.288,62.586,12.078,1014.430,-15890.000,-3692.500,4375.000,24.469,-0.09393,0.28723,0.41974,27
99927,4.293,113.953,-2.288,63.928,10.736,1020.164,-12232.500,-6492.500,122.500,24.461,-0.09460,0.28784,0.41980,27
99964,4.293,113.953,-2.288,55.144,9.394,1014.552,-11760.000,-752.500,2660.000,24.453,-0.09424,0.29102,0.41809,27
99988,4.293,113.953,-2.288,50.996,7.320,1006.744,-9100.000,1610.000,-157.500,24.500,-0.09357,0.29193,0.41815,27
